"Per capita real GDP by metropolitan area (chained 2009 dollars)"
"Levels" 
"Bureau of Economic Analysis" 
"All industry total"
"Fips","Area","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015"
"28020","Kalamazoo-Portage, MI (Metropolitan Statistical Area)",37785,40576,41305,40998,39976,40175,40674,39890,38626,38805,38997,38414,38960,39091,39469
"28100","Kankakee, IL (Metropolitan Statistical Area)",29346,30250,30251,30739,30014,30150,29308,28750,28873,28626,28427,30785,30506,30446,30751
"28140","Kansas City, MO-KS (Metropolitan Statistical Area)",51327,51673,51990,52904,53454,53561,54059,53932,51941,52827,52699,53436,53203,53709,54097
"28420","Kennewick-Richland, WA (Metropolitan Statistical Area)",38744,40301,40554,39862,40483,39420,40486,40198,42012,42870,40783,37943,37225,36860,37720
"28660","Killeen-Temple, TX (Metropolitan Statistical Area)",31156,31390,32568,32949,34654,36377,36214,37123,38002,36273,36074,35224,34142,33832,34632
"28700","Kingsport-Bristol-Bristol, TN-VA (Metropolitan Statistical Area)",32501,31506,31504,33848,32527,33887,33680,32801,31742,32685,34461,35100,34889,34201,33788
"28740","Kingston, NY (Metropolitan Statistical Area)",24742,25130,26176,26516,26973,28104,27677,27196,27377,28046,27088,27354,27761,27528,28033
"28940","Knoxville, TN (Metropolitan Statistical Area)",36241,37892,38976,40364,40477,39946,39068,39916,38470,38853,39907,40156,39937,40280,40969
"29020","Kokomo, IN (Metropolitan Statistical Area)",38788,43344,48910,47295,46839,50744,53809,44558,30984,44237,46222,46226,48122,47465,49119
"29100","La Crosse-Onalaska, WI-MN (Metropolitan Statistical Area)",38947,40214,41880,42001,42695,42757,42647,43755,43226,43842,44394,44639,44599,45370,45670
"29180","Lafayette, LA (Metropolitan Statistical Area)",45761,42547,41281,40954,40999,45300,46839,48081,50636,50984,51506,51963,49891,48981,46592
"29200","Lafayette-West Lafayette, IN (Metropolitan Statistical Area)",38534,39972,40295,41970,42404,42186,42287,42434,38614,41085,41648,40928,40922,41290,41213
"29340","Lake Charles, LA (Metropolitan Statistical Area)",52705,57215,67215,72991,90064,78307,64422,62287,57950,62483,54021,54885,51208,55991,60154
"29420","Lake Havasu City-Kingman, AZ (Metropolitan Statistical Area)",19231,19673,20264,20199,20920,22040,21811,19998,18119,17906,17422,17033,17226,17407,16864
"29460","Lakeland-Winter Haven, FL (Metropolitan Statistical Area)",29562,30299,30757,31607,32036,32183,31264,30221,28667,28462,27651,26535,27193,26479,26228
"29540","Lancaster, PA (Metropolitan Statistical Area)",40087,40321,40493,40884,41364,40985,40059,39182,38010,39681,40417,40777,41557,42468,43394
"29620","Lansing-East Lansing, MI (Metropolitan Statistical Area)",41432,42799,43371,42186,42786,43251,43150,41032,38634,41298,40631,39840,40394,40638,39644
"29700","Laredo, TX (Metropolitan Statistical Area)",24853,25240,25337,24969,25523,25704,25123,25771,23822,24033,24673,25407,25055,25442,25507
"29740","Las Cruces, NM (Metropolitan Statistical Area)",23329,25157,26275,27623,28328,28153,28194,28784,29259,28995,27972,26906,26066,26377,26195
"29820","Las Vegas-Henderson-Paradise, NV (Metropolitan Statistical Area)",48517,48339,48763,52094,55005,54340,52714,49696,44432,43271,42915,42229,41759,42747,43476
"29940","Lawrence, KS (Metropolitan Statistical Area)",32979,33205,33122,32958,32840,32059,33068,33133,33132,32126,32160,32140,31780,31328,30939
"30020","Lawton, OK (Metropolitan Statistical Area)",29724,30120,32278,31924,31971,33251,32514,33815,34655,34718,34268,33139,33953,33673,34016
"30140","Lebanon, PA (Metropolitan Statistical Area)",28031,28150,28982,29523,29364,29530,29579,29895,29523,30546,30461,30377,30595,30216,29994
"30300","Lewiston, ID-WA (Metropolitan Statistical Area)",32167,32261,33035,32973,33103,33186,33312,32920,31882,31818,30887,30806,30797,31069,31139
"30340","Lewiston-Auburn, ME (Metropolitan Statistical Area)",32528,34522,34900,35493,34948,35578,36206,35736,35206,34951,34881,35257,34597,35351,34443
"30460","Lexington-Fayette, KY (Metropolitan Statistical Area)",48518,51154,51004,51374,51946,52986,52306,50545,47106,49463,49998,50395,50390,50965,51607
"30620","Lima, OH (Metropolitan Statistical Area)",41980,42606,43229,44880,45385,45404,44400,40778,45064,44883,44639,42064,44501,49025,50010
"30700","Lincoln, NE (Metropolitan Statistical Area)",46401,46422,48824,48884,48667,49294,48948,47036,46533,47497,47685,49764,51164,51292,51370
"30780","Little Rock-North Little Rock-Conway, AR (Metropolitan Statistical Area)",42921,44088,44325,44659,45790,46650,49117,47948,47363,46850,47291,47455,48270,48275,48587
"30860","Logan, UT-ID (Metropolitan Statistical Area)",23569,23817,26052,27071,27227,27955,28920,29102,28266,29093,30373,29311,29098,29895,30096
"30980","Longview, TX (Metropolitan Statistical Area)",35874,35740,36243,37873,39356,42271,43875,47028,44439,47054,45177,46886,48112,49604,48403
"31020","Longview, WA (Metropolitan Statistical Area)",31684,30615,31927,31835,32651,32479,32816,31755,30361,30903,30284,31050,32100,33023,32218
"31080","Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",51466,52490,54219,56566,58077,60561,61898,62583,58927,58642,58439,58666,59851,60837,62826
"31140","Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)",46194,46482,46462,47756,48223,49046,48830,47623,44877,46463,47196,48092,47523,48661,49323
"31180","Lubbock, TX (Metropolitan Statistical Area)",31381,32523,33184,34233,34999,35620,35385,35569,35245,35415,33924,35318,36622,36534,37359
"31340","Lynchburg, VA (Metropolitan Statistical Area)",34177,33083,33760,34303,34775,35349,34765,34057,33615,34025,33301,32617,32230,32344,31875
"31420","Macon-Bibb County, GA (Metropolitan Statistical Area)",39687,39197,38091,38301,37712,36584,35141,35149,33681,33539,33662,33645,34517,35401,36005
"31460","Madera, CA (Metropolitan Statistical Area)",21319,23091,23754,26192,26910,26918,26281,24871,22598,24374,24581,25815,27842,28498,28566
"31540","Madison, WI (Metropolitan Statistical Area)",54082,55502,56527,58457,60162,60390,61264,59776,59428,60976,62157,62561,63461,63919,65318
"31700","Manchester-Nashua, NH (Metropolitan Statistical Area)",45092,47173,51031,52249,54288,54352,54715,55307,54061,53293,55553,55052,55260,56639,56899
"31740","Manhattan, KS (Metropolitan Statistical Area)",28199,28797,30025,29870,30202,29706,31143,31861,31107,30531,30525,29387,29250,29396,29952
"31860","Mankato-North Mankato, MN (Metropolitan Statistical Area)",36900,37633,38656,40287,42033,42641,40823,41070,38730,40174,41257,41867,42983,43590,44673
"31900","Mansfield, OH (Metropolitan Statistical Area)",30866,32112,32963,34598,34970,35302,33652,32760,28444,29452,30365,30612,31027,31775,31163
"32580","McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)",17880,17865,18268,18598,18946,19376,19222,18951,18660,18820,18888,19193,19608,19992,20007
"32780","Medford, OR (Metropolitan Statistical Area)",32137,32554,33397,34545,34870,35388,34476,32045,30543,29578,28815,29128,29304,29532,30155
"32820","Memphis, TN-MS-AR (Metropolitan Statistical Area)",49059,50612,51028,51807,51572,51452,50751,48969,46522,46323,46274,47145,46848,46751,46899
"32900","Merced, CA (Metropolitan Statistical Area)",21937,23523,24943,26324,26262,26379,27270,24768,24312,23738,24945,23599,25190,26461,27700
"33100","Miami-Fort Lauderdale-West Palm Beach, FL (Metropolitan Statistical Area)",43828,44697,45413,46888,49597,51005,51230,49388,44955,44342,43543,44409,45471,46281,47143
"33140","Michigan City-La Porte, IN (Metropolitan Statistical Area)",31719,31993,32170,33519,33242,33030,33351,32685,30311,31613,31526,31281,31349,31500,30920
"33220","Midland, MI (Metropolitan Statistical Area)",45299,47912,45992,49166,44457,43567,44539,43318,42610,44060,44929,42804,42366,43918,43273
"33260","Midland, TX (Metropolitan Statistical Area)",67798,63241,57674,57881,57948,62407,70572,78597,94224,93235,104674,123443,128373,144951,153445
"33340","Milwaukee-Waukesha-West Allis, WI (Metropolitan Statistical Area)",51475,51617,52874,53926,55475,56845,56849,56686,54742,55306,56365,56595,56566,57346,58219
"33460","Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",57574,57980,59647,61043,62307,61193,61073,60420,57664,58830,59923,60181,60870,62310,63474
"33540","Missoula, MT (Metropolitan Statistical Area)",38954,40329,41226,41246,42017,42240,41844,41045,40317,39932,39887,39988,39153,39339,40224
"33660","Mobile, AL (Metropolitan Statistical Area)",34022,34086,34849,36391,37427,39161,39562,39168,39548,39486,39559,38988,39085,39201,39955
"33700","Modesto, CA (Metropolitan Statistical Area)",28943,30241,31198,32517,33325,33394,32120,30640,29978,29974,30038,29722,29876,30854,31665
"33740","Monroe, LA (Metropolitan Statistical Area)",34026,33884,34208,35423,36396,37367,37370,36009,35739,36532,34966,35171,35370,35206,36108
"33780","Monroe, MI (Metropolitan Statistical Area)",27138,29444,30480,30124,29410,29132,27937,26533,24299,25827,26150,26912,27984,28113,27749
"33860","Montgomery, AL (Metropolitan Statistical Area)",39826,40880,41781,43120,43726,43729,42607,42126,40820,40817,40727,40666,40948,40694,40748
"34060","Morgantown, WV (Metropolitan Statistical Area)",37593,39343,39955,40086,40954,42269,41957,44567,47126,49021,47160,45834,46134,46803,47706
"34100","Morristown, TN (Metropolitan Statistical Area)",31543,31624,32401,33746,32336,32256,31479,29848,27195,28774,28718,29652,29595,29926,29149
"34580","Mount Vernon-Anacortes, WA (Metropolitan Statistical Area)",40859,50390,47272,42620,55067,44798,43562,41600,42863,42579,35004,33756,34977,34356,35855
"34620","Muncie, IN (Metropolitan Statistical Area)",31514,31408,32053,31231,30627,31355,30168,29793,27833,28267,28494,29418,29103,29242,30032
"34740","Muskegon, MI (Metropolitan Statistical Area)",29050,28817,29192,29407,29322,28941,27845,27019,26258,27538,28514,29105,29376,29808,30073
"34820","Myrtle Beach-Conway-North Myrtle Beach, SC-NC (Metropolitan Statistical Area)",41271,41499,41932,41930,42089,40696,40105,38553,36200,35868,35965,35262,34593,33997,33026
"34900","Napa, CA (Metropolitan Statistical Area)",51462,52983,53789,55127,57790,58203,57833,56608,54354,50975,50715,54020,56261,56644,58160
"34940","Naples-Immokalee-Marco Island, FL (Metropolitan Statistical Area)",46724,44342,46077,48136,51182,50780,48667,43025,37922,37918,37166,38580,39935,40557,41673
"34980","Nashville-Davidson--Murfreesboro--Franklin, TN (Metropolitan Statistical Area)",48770,49480,50619,52332,52031,52563,51148,51758,49081,50198,51694,53518,53992,54867,55841
"35100","New Bern, NC (Metropolitan Statistical Area)",34112,33369,34409,35775,36764,36481,36362,37085,36941,35710,34466,34803,34043,34418,35277
"35300","New Haven-Milford, CT (Metropolitan Statistical Area)",45002,46379,46937,49928,49729,50529,51154,49590,46909,47055,46507,46632,46632,47012,46983
"35380","New Orleans-Metairie, LA (Metropolitan Statistical Area)",51703,51940,53444,54655,55579,68132,61945,59257,59145,60939,55351,54464,52514,53330,54216
"35620","New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",61332,61063,61044,62733,65390,67357,68173,65854,65627,67563,67187,68723,68421,69105,69971
"35660","Niles-Benton Harbor, MI (Metropolitan Statistical Area)",34638,36116,35884,36062,36209,37461,38384,37086,35557,37845,36295,35089,36454,37267,36737
"35840","North Port-Sarasota-Bradenton, FL (Metropolitan Statistical Area)",34721,35751,36451,37761,39838,40423,39212,36194,33766,32925,32518,31924,32297,32605,33050
"35980","Norwich-New London, CT (Metropolitan Statistical Area)",49795,53358,55968,61175,62049,65585,67118,65624,58445,57644,53916,52409,51330,51303,51395
"36100","Ocala, FL (Metropolitan Statistical Area)",22235,22410,23494,24367,25418,26320,25444,23701,21161,20951,20581,20216,20469,20343,20590
"36140","Ocean City, NJ (Metropolitan Statistical Area)",36125,38830,41373,43676,45874,43372,42749,44010,44358,43891,44494,44775,44416,44760,44574
"36220","Odessa, TX (Metropolitan Statistical Area)",33923,33351,33151,33316,35679,39669,44720,44816,40931,43193,50382,56561,57924,61039,54638
"36260","Ogden-Clearfield, UT (Metropolitan Statistical Area)",31165,31942,32376,33278,33767,35406,35105,33424,33174,33590,33636,32464,33558,33375,34518
"36420","Oklahoma City, OK (Metropolitan Statistical Area)",42304,42500,43219,44411,44618,46576,46432,46014,45155,44989,46956,48469,49599,50752,51345
"36500","Olympia-Tumwater, WA (Metropolitan Statistical Area)",36184,36092,36380,36632,37604,38201,38967,38251,36766,36102,34894,34856,34816,34851,35578
"36540","Omaha-Council Bluffs, NE-IA (Metropolitan Statistical Area)",50753,52016,53544,54643,54858,55935,56020,54997,53905,54471,55067,56165,56238,56819,57334
"36740","Orlando-Kissimmee-Sanford, FL (Metropolitan Statistical Area)",47386,48092,49389,50809,52958,53453,53480,50616,47285,47101,45867,45290,44914,45477,45756
"36780","Oshkosh-Neenah, WI (Metropolitan Statistical Area)",44231,47830,47567,48760,49095,49191,49176,48120,45459,49347,50976,51621,51043,51249,51788
"36980","Owensboro, KY (Metropolitan Statistical Area)",35090,36839,38208,37373,37666,39658,37501,38285,38645,39338,39547,40663,42624,43139,44560
"37100","Oxnard-Thousand Oaks-Ventura, CA (Metropolitan Statistical Area)",39889,40029,42881,45449,47286,48633,49412,46007,45940,47620,48296,48708,48840,49524,49976
"37340","Palm Bay-Melbourne-Titusville, FL (Metropolitan Statistical Area)",29160,30016,31445,33848,34863,35146,35980,35191,33867,33815,32120,31178,31048,31191,31873
"37460","Panama City, FL (Metropolitan Statistical Area)",33253,34518,36185,37358,39428,39728,39859,39523,38171,38412,37049,34947,34993,35944,35760
"37620","Parkersburg-Vienna, WV (Metropolitan Statistical Area)",35842,35004,35036,35618,35115,37071,35560,35706,36889,35064,34818,35034,35222,35888,35051
"37860","Pensacola-Ferry Pass-Brent, FL (Metropolitan Statistical Area)",30990,30485,31097,32950,32845,33884,33520,31813,30737,31159,30981,30020,29992,29891,30224
"37900","Peoria, IL (Metropolitan Statistical Area)",39178,39213,40586,43468,45717,48335,49300,49881,46893,47450,51983,55904,48349,47819,47831
"37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (Metropolitan Statistical Area)",53034,53727,55151,56175,56788,57400,58046,58286,57341,57768,58005,58634,58963,59977,60662
"38060","Phoenix-Mesa-Scottsdale, AZ (Metropolitan Statistical Area)",45452,45694,47224,47648,49681,50732,50506,47958,43233,43006,43627,44155,43260,43311,43264
"38220","Pine Bluff, AR (Metropolitan Statistical Area)",28369,28779,29667,30943,31062,31907,30902,30741,30137,30455,30009,30401,30134,29515,28938
"38300","Pittsburgh, PA (Metropolitan Statistical Area)",45271,45832,46736,47366,47533,47899,48205,48249,47423,49163,50472,51344,51569,53503,55335
"38340","Pittsfield, MA (Metropolitan Statistical Area)",40873,43657,45133,46137,46164,44637,42107,41693,41520,39918,41530,43561,43121,43186,43851
"38540","Pocatello, ID (Metropolitan Statistical Area)",27148,27241,29298,31073,32136,31706,32018,31628,28656,28462,28474,27952,26870,26813,27094
"38860","Portland-South Portland, ME (Metropolitan Statistical Area)",45888,46143,47341,49084,48919,49690,49291,49083,48463,49655,49260,48953,48421,48749,49181
"38900","Portland-Vancouver-Hillsboro, OR-WA (Metropolitan Statistical Area)",44004,43777,44964,49353,49997,54430,56378,59858,59700,63221,66055,62654,60811,60549,62229
"38940","Port St. Lucie, FL (Metropolitan Statistical Area)",26483,27403,27945,30668,32063,32195,31528,28300,26423,26019,25387,24793,24348,24182,24436
"39140","Prescott, AZ (Metropolitan Statistical Area)",22260,22339,23177,23400,24823,26147,26045,24045,21841,21018,20093,19871,20269,20835,20759
"39300","Providence-Warwick, RI-MA (Metropolitan Statistical Area)",38184,39071,40596,41806,42172,43258,42410,41857,41091,41842,42034,42418,42475,43281,43744
"39340","Provo-Orem, UT (Metropolitan Statistical Area)",26421,26830,27982,29003,29859,31232,32578,30863,29345,28625,28851,29677,29775,30300,31797
"39380","Pueblo, CO (Metropolitan Statistical Area)",28734,27851,27589,28535,26588,26090,26134,26171,26401,25926,26309,26293,25988,26331,26327
"39460","Punta Gorda, FL (Metropolitan Statistical Area)",21636,20995,21693,24894,24851,26281,24053,21746,20084,19837,19536,18945,19189,18986,19545
"39540","Racine, WI (Metropolitan Statistical Area)",37576,37810,38285,39040,37611,38326,37443,35021,33559,36196,35664,36755,35331,35427,34981
"39580","Raleigh, NC (Metropolitan Statistical Area)",52600,51362,50869,51225,52508,53070,53917,53733,50470,51162,51353,50997,50501,51193,53462
"39660","Rapid City, SD (Metropolitan Statistical Area)",34496,38043,38167,38141,38631,38646,38690,38823,38204,38835,39827,39717,38459,39192,39451
"39740","Reading, PA (Metropolitan Statistical Area)",36875,37270,37587,37387,37632,39156,38192,36907,35996,36136,36172,36651,36834,37439,38055
"39820","Redding, CA (Metropolitan Statistical Area)",29925,32483,33312,33640,34228,33918,32900,30510,28464,28473,28682,28073,27805,28464,29377
"39900","Reno, NV (Metropolitan Statistical Area)",50659,50499,50626,53419,54073,53704,54980,50800,45286,43902,43625,42489,41962,43299,44037
"40060","Richmond, VA (Metropolitan Statistical Area)",54609,52824,52290,51359,53686,53094,52559,51909,50904,51224,50791,50666,50525,50306,51796
"40140","Riverside-San Bernardino-Ontario, CA (Metropolitan Statistical Area)",29179,29351,30095,30937,31875,31936,30593,29199,26768,26816,27017,26667,26815,27226,27960
"40220","Roanoke, VA (Metropolitan Statistical Area)",42244,42058,42627,43046,43895,44563,44723,44093,42994,42175,41666,41248,40967,40984,41159
"40340","Rochester, MN (Metropolitan Statistical Area)",40590,43274,46894,47837,47263,47010,46094,45285,44065,46604,45511,45770,46000,46885,47985
"40380","Rochester, NY (Metropolitan Statistical Area)",43324,44281,45135,46145,46812,47247,45460,44414,44608,45308,44577,44782,45447,44801,45580
"40420","Rockford, IL (Metropolitan Statistical Area)",38068,38285,38214,38702,38958,39994,39759,37993,34892,36019,37563,39288,38429,38812,39071
"40580","Rocky Mount, NC (Metropolitan Statistical Area)",40391,41070,41593,41720,41917,43833,42022,43140,43020,41224,39221,37601,36611,35875,37919
"40660","Rome, GA (Metropolitan Statistical Area)",35937,35556,35994,37898,35593,35414,34981,34734,33342,33099,32545,32729,32903,33257,33739
"40900","Sacramento--Roseville--Arden-Arcade, CA (Metropolitan Statistical Area)",43487,45227,47470,48267,50364,50764,49535,47266,44607,44017,44432,45546,45629,45702,46697
"40980","Saginaw, MI (Metropolitan Statistical Area)",36404,36675,37664,36860,37391,37845,36511,33909,32665,34709,35499,34899,35498,35588,35456
"41060","St. Cloud, MN (Metropolitan Statistical Area)",40213,41407,42221,44246,43980,43003,41408,41041,39576,40115,40269,40347,40961,42406,43153
"41100","St. George, UT (Metropolitan Statistical Area)",25769,25876,26920,27683,28904,30475,30229,28501,26162,25234,25679,25788,26384,26477,26649
"41140","St. Joseph, MO-KS (Metropolitan Statistical Area)",31605,31951,32593,34212,33995,35830,37095,36402,37066,37571,37404,38941,40031,39437,39348
"41180","St. Louis, MO-IL (Metropolitan Statistical Area)",46559,47381,48227,48518,48918,48389,48214,48850,47331,47374,47366,47787,48078,48697,49258
"41420","Salem, OR (Metropolitan Statistical Area)",31054,31997,32749,33293,33293,34520,33718,34291,33058,31734,30523,29995,29854,30265,30582
"41500","Salinas, CA (Metropolitan Statistical Area)",41073,43508,44796,43098,45933,47973,44585,43718,43994,43369,41127,41597,42363,43158,44524
"41540","Salisbury, MD-DE (Metropolitan Statistical Area)",34705,33937,35341,37471,39202,40129,40879,38751,37025,36221,34554,33492,34521,35323,36267
"41620","Salt Lake City, UT (Metropolitan Statistical Area)",53249,53167,52656,54045,56311,59445,62068,59505,57507,57319,58096,58107,58622,59037,59966
"41660","San Angelo, TX (Metropolitan Statistical Area)",32633,32869,33705,34498,34271,33737,33715,34141,33620,33936,34821,35512,37306,38504,37942
"41700","San Antonio-New Braunfels, TX (Metropolitan Statistical Area)",37517,36829,37358,37622,37972,38580,38714,38051,36631,37291,38273,39246,39815,40770,42169
"41740","San Diego-Carlsbad, CA (Metropolitan Statistical Area)",51133,53454,55383,57739,59792,60732,60812,59818,56923,56147,56960,57926,59007,59377,60175
"41860","San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)",69602,69584,71080,72938,76243,78170,79484,80415,75988,74931,73954,77015,77110,79222,81347
"41940","San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",72174,68766,71609,75239,79281,83680,88956,88357,82084,89037,94137,96258,98844,104862,112851
"42020","San Luis Obispo-Paso Robles-Arroyo Grande, CA (Metropolitan Statistical Area)",36251,40313,42345,44006,45370,44746,43733,41740,39778,40768,40747,41002,41830,42163,42897
"42100","Santa Cruz-Watsonville, CA (Metropolitan Statistical Area)",42964,42673,42693,42131,42739,43016,40925,38514,36605,35906,35482,35204,36515,37277,38518
"42140","Santa Fe, NM (Metropolitan Statistical Area)",46636,51434,48033,47747,48637,50355,49813,53812,47468,47023,45405,43740,44304,43503,45240
"42200","Santa Maria-Santa Barbara, CA (Metropolitan Statistical Area)",42993,44333,45850,47071,49906,49904,48832,48467,47750,47513,48667,49310,48801,49234,51000
"42220","Santa Rosa, CA (Metropolitan Statistical Area)",42843,44247,44566,45078,46985,46919,45398,44483,41088,41576,42756,42251,42623,43748,46714
"42340","Savannah, GA (Metropolitan Statistical Area)",38787,38435,38855,40167,41529,42745,42058,40368,38207,38033,37497,37529,37858,38494,39596
"42540","Scranton--Wilkes-Barre--Hazleton, PA (Metropolitan Statistical Area)",34326,34189,34986,36238,36467,36615,36777,35447,34764,35782,35881,35724,36491,37052,37553
"42660","Seattle-Tacoma-Bellevue, WA (Metropolitan Statistical Area)",64275,64216,64665,65362,68332,69970,73872,73875,70293,71488,72085,73568,73615,75089,75960
"42680","Sebastian-Vero Beach, FL (Metropolitan Statistical Area)",29599,30121,32508,35263,36119,35806,35900,33557,30828,29121,28313,28551,27823,28724,29454
"42700","Sebring, FL (Metropolitan Statistical Area)",17758,18819,19723,20464,20724,21663,20379,18805,18677,18582,17959,18158,17566,17025,17387
"43100","Sheboygan, WI (Metropolitan Statistical Area)",45043,46226,47588,49383,48875,49385,49311,49714,47635,46562,46991,47410,48356,50472,50943
"43300","Sherman-Denison, TX (Metropolitan Statistical Area)",24971,25147,25796,27054,27418,28511,28218,28088,27401,27962,28660,28807,29889,28836,28724
"43340","Shreveport-Bossier City, LA (Metropolitan Statistical Area)",42052,42762,43725,45523,45817,47464,44931,45813,45441,47329,47104,45695,43061,43380,43597
"43420","Sierra Vista-Douglas, AZ (Metropolitan Statistical Area)",27598,27279,27915,28423,29762,30180,30762,30578,30958,31180,30660,29286,28262,27622,27374
"43580","Sioux City, IA-NE-SD (Metropolitan Statistical Area)",39853,41466,40960,42202,42510,43427,44024,45091,44485,45163,44568,43643,46920,46912,48171
"43620","Sioux Falls, SD (Metropolitan Statistical Area)",55248,63858,62942,63174,63406,63045,62413,62418,61944,62149,65812,66801,65291,64350,64834
"43780","South Bend-Mishawaka, IN-MI (Metropolitan Statistical Area)",34970,36441,38211,39802,39364,39815,39886,39666,37095,38673,39846,38695,37702,38417,38654
"43900","Spartanburg, SC (Metropolitan Statistical Area)",35947,37048,38186,37829,38038,38847,38838,38055,34059,36348,37737,37290,37899,38884,38771
"44060","Spokane-Spokane Valley, WA (Metropolitan Statistical Area)",35488,35276,35870,36290,37547,38274,38711,38381,36947,36741,36943,37187,37231,37327,37518
"44100","Springfield, IL (Metropolitan Statistical Area)",46156,45448,44113,43467,43228,43149,43072,42047,42774,41871,41962,41190,41050,41414,42078
"44140","Springfield, MA (Metropolitan Statistical Area)",34684,34678,35181,35646,35895,35935,36293,36410,35540,35734,35816,36248,35836,35924,35739
"44180","Springfield, MO (Metropolitan Statistical Area)",35107,34272,35838,36613,37537,37039,36352,35655,34983,35330,35128,34797,35011,35482,36075
"44220","Springfield, OH (Metropolitan Statistical Area)",28380,27760,27274,28126,28099,29115,28057,27182,25402,25513,26850,27501,27773,28138,27693
"44300","State College, PA (Metropolitan Statistical Area)",38420,38614,38622,39815,41091,40949,41677,41428,41747,42525,43029,43293,43537,45192,45749
"44420","Staunton-Waynesboro, VA (Metropolitan Statistical Area)",39171,37181,37895,38691,40211,39199,37175,37104,37261,37708,36945,36603,37109,37530,36608
"44700","Stockton-Lodi, CA (Metropolitan Statistical Area)",29270,30546,31485,31844,32261,32426,32148,30713,29659,29111,29044,29593,29443,29563,30321
"44940","Sumter, SC (Metropolitan Statistical Area)",27851,28275,28980,29543,30046,30602,30161,28878,27848,27733,28561,30583,30377,30592,30354
"45060","Syracuse, NY (Metropolitan Statistical Area)",39665,40378,40676,41650,42445,42746,42940,42215,41918,43276,42732,43642,43163,43023,43012
"45220","Tallahassee, FL (Metropolitan Statistical Area)",41392,39160,39095,39181,39046,38899,39582,38340,36735,36125,34917,33881,34096,34408,34652
"45300","Tampa-St. Petersburg-Clearwater, FL (Metropolitan Statistical Area)",38750,40060,41208,42273,43373,44014,43811,41807,39728,39114,38480,39278,39715,40173,40426
"45460","Terre Haute, IN (Metropolitan Statistical Area)",30954,32006,33728,34976,34188,34806,36771,36694,34287,36219,35504,34597,35261,35144,34701
"45500","Texarkana, TX-AR (Metropolitan Statistical Area)",29106,29795,30900,32339,32792,33106,33495,32831,32188,32397,32119,31891,30116,30662,30758
"45540","The Villages, FL (Metropolitan Statistical Area)",16343,15352,17365,18084,20096,19989,19701,17888,17670,18704,18577,17547,18113,17448,17261
"45780","Toledo, OH (Metropolitan Statistical Area)",42014,42985,43659,44437,44688,45124,44851,43204,42861,43186,44539,44245,44893,48764,49428
"45820","Topeka, KS (Metropolitan Statistical Area)",40015,39728,39412,39546,39130,38355,39387,39803,39127,38400,39110,39082,38766,38721,37344
"45940","Trenton, NJ (Metropolitan Statistical Area)",60276,62034,65488,66446,68088,70081,68916,69169,67345,69442,69353,72202,72865,72698,73759
"46060","Tucson, AZ (Metropolitan Statistical Area)",33353,32538,34062,34126,35341,35965,37028,36090,33288,33325,32731,33043,32800,33107,32152
"46140","Tulsa, OK (Metropolitan Statistical Area)",44477,44355,43798,45037,47196,49224,49096,50606,48184,47219,49615,51455,51297,52877,52633
"46220","Tuscaloosa, AL (Metropolitan Statistical Area)",33119,34096,35656,37622,39091,38483,39685,39052,38515,39914,40401,38965,40577,40197,40382
"46340","Tyler, TX (Metropolitan Statistical Area)",38934,38586,38530,40398,40284,40209,40002,43358,41125,41587,42479,43892,44846,46451,46578
"46520","Urban Honolulu, HI (Metropolitan Statistical Area)",45661,46526,48250,50589,52250,52754,53884,54200,52220,53875,53847,53806,53552,53592,54343
"46540","Utica-Rome, NY (Metropolitan Statistical Area)",29679,30127,30406,31214,31810,32101,31792,31472,31603,32675,32311,32779,32811,32412,32607
"46660","Valdosta, GA (Metropolitan Statistical Area)",32567,31018,32330,31731,32089,31969,31767,32571,32292,30728,29481,28742,29775,29976,30203
"46700","Vallejo-Fairfield, CA (Metropolitan Statistical Area)",31138,31883,34305,35253,36771,36586,36598,37871,37333,35389,33402,35454,37728,37907,38692
"47020","Victoria, TX (Metropolitan Statistical Area)",34855,35295,36579,38075,39500,43308,42660,43677,40310,42831,44455,48122,49857,51515,49954
"47220","Vineland-Bridgeton, NJ (Metropolitan Statistical Area)",32157,32189,33414,34506,35061,34760,33849,34609,33938,33115,32277,32382,31778,32286,32454
"47260","Virginia Beach-Norfolk-Newport News, VA-NC (Metropolitan Statistical Area)",42350,43244,44910,45493,47151,48141,48996,48883,49026,48608,48726,48802,48678,48063,49606
"47300","Visalia-Porterville, CA (Metropolitan Statistical Area)",24732,24779,25740,27615,29122,28011,29117,27334,25217,25484,26161,25050,26877,28857,30948
"47380","Waco, TX (Metropolitan Statistical Area)",29606,29928,31459,32649,33453,34162,34436,34325,34561,35496,34690,35688,36137,36778,37530
