"CA5 Personal Income by Major Component and Earnings by SIC Industry 1/"
"" 
"Bureau of Economic Analysis" 
"Metropolitan Statistical Area"
"GeoFips","GeoName","LineCode","Description","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000"
"11460","Ann Arbor, MI (Metropolitan Statistical Area)","625","        Apparel and accessory stores",4838,5423,5615,5973,6455,7444,7192,9037,8242,7181,7659,7678,7787,7866,8507,9363,10475,11261,12369,13716,15626,17628,18296,18541,18973,20254,16666,17304,18674,23469,25351,25335
"11460","Ann Arbor, MI (Metropolitan Statistical Area)","626","        Home furniture and furnishings stores",5186,5276,5833,6333,7260,7100,6678,7741,8537,10701,11158,11091,10794,10103,12137,15601,16657,19263,22366,25797,29508,26598,25574,25581,28411,34275,33362,35027,38055,41658,46530,52760
"11460","Ann Arbor, MI (Metropolitan Statistical Area)","627","        Eating and drinking places",13544,14809,16406,17947,21595,22707,24214,28030,31976,38311,41658,51411,54108,57714,61335,59550,76424,93278,116873,121798,131574,143241,153398,154727,147030,153210,157318,172460,188087,229547,222874,230087
"11460","Ann Arbor, MI (Metropolitan Statistical Area)","628","        Miscellaneous retail",12403,12505,13001,15309,16769,19222,21534,23230,25583,28664,32549,31215,32541,30890,33873,36493,34474,40169,40911,45094,48888,46384,50204,54770,54074,76189,91754,112056,128533,181446,183612,193271
"11460","Ann Arbor, MI (Metropolitan Statistical Area)","700","      Finance, insurance, and real estate",20876,22643,25223,26831,28514,29544,31136,35564,40501,53569,63222,69116,73675,67734,76216,85647,87232,91869,109365,122565,144869,155509,162584,179184,200195,207861,213316,241638,255180,307980,344605,361683
"11460","Ann Arbor, MI (Metropolitan Statistical Area)","710","        Depository and nondepository institutions",8944,10231,10899,12202,13704,15323,17236,18395,20258,25211,29440,31777,34363,34896,39785,43847,46069,52461,59039,65296,72472,64617,76195,76542,90150,93017,81887,88965,92880,123879,108254,109729
"11460","Ann Arbor, MI (Metropolitan Statistical Area)","730","        Other finance, insurance, and real estate",11932,12412,14324,14629,14810,14221,13900,17169,20243,28358,33782,37339,39312,32838,36431,41800,41163,39408,50326,57269,72397,90892,86389,102642,110045,114844,131429,152673,162300,184101,236351,251954
"11460","Ann Arbor, MI (Metropolitan Statistical Area)","731","          Security and commodity brokers","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)",2771,3903,3364,4913,5686,7228,4559,5378,6105,7941,11398,12021,12610,15038,16087,17847,22898,25562,29065
"11460","Ann Arbor, MI (Metropolitan Statistical Area)","732","          Insurance carriers",422,477,557,659,857,914,967,1163,2497,5058,7364,8706,7868,8061,8625,9370,9687,10651,12688,20618,18075,19231,20943,17289,19302,20390,22201,20447,22620,25460,26236,28721
"11460","Ann Arbor, MI (Metropolitan Statistical Area)","733","          Insurance agents, brokers, and services",3543,3813,3883,4341,3931,3638,4183,4795,5733,6614,7134,8236,7716,7240,8290,7576,9391,12478,14107,22775,22368,28745,17927,19277,20222,22846,22076,24443,25693,24928,31132,28841
"11460","Ann Arbor, MI (Metropolitan Statistical Area)","734","          Real estate",5758,5440,7053,7176,8286,7747,6646,11191,12141,16233,20179,19931,17212,12831,12627,18882,12494,4220,3791,-1456,17941,13225,33599,45402,47861,48289,57773,70454,76203,89376,118411,132962
"11460","Ann Arbor, MI (Metropolitan Statistical Area)","735","          Combined real estate, insurance, etc. 9/",381,481,471,479,422,318,"(L)",61,88,64,89,73,"(L)","(L)",-68,"(L)","(L)","(L)","(L)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)"
"11460","Ann Arbor, MI (Metropolitan Statistical Area)","736","          Holding and other investment offices","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)",1978,3054,2583,4672,6380,12517,10773,8635,23586,5979,9276,10639,10709,14341,21242,19937,21439,35010,32365
"11460","Ann Arbor, MI (Metropolitan Statistical Area)","800","      Services",100164,110760,118118,139067,171376,198786,238827,267682,309044,377265,429043,494662,549456,581386,654991,703373,766924,856457,950651,1059388,1196334,1327405,1273852,1427500,1517249,1585542,1655922,1771600,1968192,2145701,2527265,2766946
"11460","Ann Arbor, MI (Metropolitan Statistical Area)","805","        Hotels and other lodging places",2476,2106,1594,2520,3002,2916,4706,5671,6334,7466,7659,7243,8379,9090,10755,11321,11752,14076,18646,16362,22806,25476,28658,28498,30048,27862,30576,25626,28629,26565,24291,26265
"11460","Ann Arbor, MI (Metropolitan Statistical Area)","810","        Personal services",8679,8581,8173,8176,8863,9557,9824,10742,11199,12532,13125,15476,15559,15640,17054,17545,20379,22160,23765,27944,28448,31028,29436,30260,32700,31608,32511,35501,41437,42826,49119,50740
"11460","Ann Arbor, MI (Metropolitan Statistical Area)","815","        Private households",3025,3094,3160,3238,3399,3260,3314,3885,4284,4751,4667,4553,4700,4858,4969,5838,5962,6360,6420,6994,7587,8033,"(D)",8512,8898,9117,9639,9610,9499,10807,9654,10070
"11460","Ann Arbor, MI (Metropolitan Statistical Area)","820","        Business services",17723,18386,18629,19808,24267,31611,39272,51079,64172,85375,109531,129490,141103,177068,204020,222547,266784,304499,317096,268055,314620,337105,309053,364773,398149,450883,446243,495961,575735,668964,829834,920490
"11460","Ann Arbor, MI (Metropolitan Statistical Area)","825","        Automotive repair, services, and parking",2611,3070,3320,3392,4255,4778,4922,6268,6870,8472,9611,10605,10769,10527,11839,11814,13139,15230,17168,19908,21704,25370,22931,23461,26449,31907,32814,41043,47664,48354,45459,48690
"11460","Ann Arbor, MI (Metropolitan Statistical Area)","830","        Miscellaneous repair services",1441,1671,1796,1922,2167,2726,2868,3142,3519,3911,4981,5800,5483,5101,5722,6335,6220,6431,6974,8564,8057,9469,8888,10025,11958,10496,11812,9778,"(D)",11930,12433,13699
"11460","Ann Arbor, MI (Metropolitan Statistical Area)","835","        Amusement and recreation services",1453,1724,1908,2011,2240,2457,2693,2988,4460,5607,5956,6128,6556,6989,7078,8198,8530,9136,9470,10960,12857,13797,16171,18349,19609,22585,26733,30084,33910,36272,42853,42473
"11460","Ann Arbor, MI (Metropolitan Statistical Area)","840","        Motion pictures","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)",3761,3676,1268,1417,3981,3497,4920,5674,7318,"(D)",8467,8193,8529,8496,7386,8339,8790
"11460","Ann Arbor, MI (Metropolitan Statistical Area)","845","        Health services",33300,38520,43232,50337,57966,66408,81818,86937,99142,115414,131788,148704,163477,187775,206664,219627,227411,246849,286028,331324,379407,440751,439965,483692,504944,527917,533611,542144,559099,577310,686320,729386
"11460","Ann Arbor, MI (Metropolitan Statistical Area)","850","        Legal services",4666,4998,5535,6404,6762,7905,8729,9451,11705,12160,13250,14282,14676,17475,23934,23999,22908,25092,27967,34355,37727,41438,40308,44213,45128,48253,49101,51730,72808,75778,79719,79448
"11460","Ann Arbor, MI (Metropolitan Statistical Area)","855","        Educational services",1800,2008,2145,3040,4095,4589,4933,4658,4997,5572,6113,6346,7079,7551,8870,9992,10894,12011,13384,15196,15522,14783,15734,18707,21246,21116,23395,28027,36879,40552,47066,45296
"11460","Ann Arbor, MI (Metropolitan Statistical Area)","860","        Social services 10/","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",6518,8474,8501,10004,11193,13689,14552,17040,19825,21778,25697,27627,36605,33363,38776,43529,50419,56522,61843,54269,65218,73369,75524,77833,89128,88534
"11460","Ann Arbor, MI (Metropolitan Statistical Area)","865","        Museums, botanical, zoological gardens","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)",161,192,293,375,415,490,512,"(D)",581,"(D)",749,867,1032,"(D)","(D)","(D)","(D)"
"11460","Ann Arbor, MI (Metropolitan Statistical Area)","870","        Membership organizations",8609,10657,11716,13087,13715,14366,12771,13227,14098,15564,15965,16973,17450,17809,18950,19804,20549,24514,26955,29591,34338,40194,37822,41946,46011,50164,52490,52331,55027,60310,64207,70639
"11460","Ann Arbor, MI (Metropolitan Statistical Area)","875","        Engineering and management services 11/","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",239041,252797,271250,242637,270559,276122,273840,315572,348980,393418,439726,520025,612410
"11460","Ann Arbor, MI (Metropolitan Statistical Area)","880","        Miscellaneous services",13561,14849,15899,24035,39453,46877,55994,60654,69260,89779,94364,114485,138749,102539,112346,120653,122831,140911,158381,13335,17701,19750,17901,20084,25394,16309,17147,17855,18631,"(D)","(D)","(D)"
"11460","Ann Arbor, MI (Metropolitan Statistical Area)","900","    Government and government enterprises",207290,239865,275566,307200,338635,378014,435151,480426,531602,605143,673894,757453,826325,907740,966237,1032374,1164913,1258181,1360156,1460016,1581919,1744832,1849963,1994625,2075983,2143713,2217368,2263884,2380754,2439449,2623577,2802064
"11460","Ann Arbor, MI (Metropolitan Statistical Area)","910","      Federal, civilian",16557,20468,22167,25066,28316,30379,35499,40401,46909,52853,58207,62125,70676,74539,70791,78686,91284,89603,97210,106416,112321,124796,127653,133513,128145,126343,128258,128361,131217,133334,138179,146733
"11460","Ann Arbor, MI (Metropolitan Statistical Area)","920","      Military",2674,3087,3434,3760,3637,3930,3708,3699,3954,3968,3985,4398,6323,7590,8071,8870,9962,10658,11189,11761,12223,12894,12853,13430,12273,11639,11766,11941,11807,11138,11944,12302
"11460","Ann Arbor, MI (Metropolitan Statistical Area)","930","      State and local",188059,216310,249965,278374,306682,343705,395944,436326,480739,548322,611702,690930,749326,825611,887375,944818,1063667,1157920,1251757,1341839,1457375,1607142,1709457,1847682,1935565,2005731,2077344,2123582,2237730,2294977,2473454,2643029
"11460","Ann Arbor, MI (Metropolitan Statistical Area)","931","        State government","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",466788,539559,568977,613593,665989,713782,810303,877564,956554,1020166,1119724,1250566,1318609,1410523,1485556,1550671,1614162,1642794,1747889,1788778,1931096,2066949
"11460","Ann Arbor, MI (Metropolitan Statistical Area)","932","        Local government","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",144914,151371,180349,212018,221386,231036,253364,280356,295203,321673,337651,356576,390848,437159,450009,455060,463182,480788,489841,506199,542358,576080
"Legend / Footnotes:"
"1/ The estimates of earnings for 1969-74 are based on the 1967 Standard Industrial classification (SIC). The estimates for 1975-87 are based on the 1972 SIC. The estimates for 1988-2000 are based on the 1987 SIC."
"2/ Census Bureau midyear population estimates."
"3/ Employer contributions for government social insurance are included in earnings by industry and earnings by place of work, but they are excluded from net earnings by place of residence and personal income. Employee and self-employed contributions are subtractions in the calculation of net earnings by place of residence and all of the income measures."
"4/ The adjustment for residence is the net inflow of the earnings of interarea commuters. For the United States, it consists of adjustments for border workers and US residents employed by international organizations and foreign embassies."
"5/ Rental income of persons includes the capital consumption adjustment."
"6/ Includes actual employer contributions and actuarially imputed employer contributions to reflect benefits accrued by defined benefit pension plan participants through service to employers in the current period."
"7/ Proprietors' income includes the inventory valuation adjustment and capital consumption adjustment."
"8/ Under the 1972 SIC, ordnance was reclassified to four 2-digit industries: Fabricated metal products, electronic and other electric equipment, transportation equipment, and instruments and related products."
"9/ Under the 1987 SIC, combined real estate, insurance, etc., was reclassified to four 2-digit industries: Nondepository credit institutions; insurance agents, brokers, and services; real estate; and legal services."
"10/ Social services was first recognized under the 1972 SIC; so estimates for 1969-74 do not exist."
"11/ Engineering and management services was first recognized under the 1987 SIC, so estimates for 1969-87 do not exist."
"Note-- All dollar estimates are in current dollars (not adjusted for inflation)."
"(D) Not shown to avoid disclosure of confidential information, but the estimates for this item are included in the totals."
"(L) Less than $50,000, but the estimates for this item are included in the totals."
"(NA) Data not available for this year."
"Last updated: November 17, 2016-- revised estimates for 1998-2000."
